"id","m_element","meaning"
"20352","癙","ill"
"20353","癟","shrivelled up"
"20354","癟","dried up"
"20355","癟","vexed"
"20356","癤","pimple"
"20357","癤","sore"
"20358","癤","boil"
"20359","癥","obstruction of bowels"
"20360","癭","swelling"
"20361","癭","goitre"
"20362","癮","rash"
"20363","癮","addiction"
"20364","癮","craving"
"20365","癮","habit"
"20366","癯","thin"
"20367","癯","emaciated"
"20368","癯","worn"
"20369","癯","tired"
"20370","癱","paralysis"
"20371","癱","palsy"
"20372","癱","numbness"
"20373","皁","black"
"20374","皁","police runners (from the black clothes formerly worn by them)"
"20375","皜","white"
"20376","皜","bright"
"20377","皜","clear"
"20378","皜","pure"
"20379","皝","luminous"
"20380","皝","bright hoary"
"20381","皝","white"
"20382","皤","white"
"20383","皤","grey"
"20384","皤","corpulent"
"20385","皥","bright"
"20386","皥","brilliant"
"20387","皦","bright white"
"20388","皦","bright"
"20389","皦","clear"
"20390","皭","white"
"20391","皭","bright"
"20392","皭","clear"
"20393","皭","clean"
"20394","皽","scurf"
"20395","盅","small cup"
"20396","盅","small bowl"
"20397","盌","bowl"
"20398","盌","basin"
"20399","盌","cup"
"20400","盎","cup"
"20401","盎","pot"
"20402","盎","bowl"
"20403","盎","abundant"
"20404","盔","helmet"
"20405","盔","bowl"
"20406","盔","basin"
"20407","盙","basket"
"20408","盙","square outside and round inside"
"20409","盙","used to hold boiled grain in State worship"
"20410","盦","lid of a cauldron"
"20411","盦","Buddhist cloister"
"20412","盬","salt pit"
"20413","盬","leisure"
"20414","盬","pot"
"20415","盬","drink"
"20416","盱","wide open eyes"
"20417","盱","to gaze in astonishment"
"20418","盹","to doze"
"20419","盹","to nap"
"20420","盹","to nod"
"20421","盼","look"
"20422","盼","gaze"
"20423","盼","expect"
"20424","盼","hope for"
"20425","眆","indistinct"
"20426","眊","dim-sighted"
"20427","眊","eyes not seeing clearly"
"20428","眎","look at"
"20429","眎","inspect"
"20430","眎","observe"
"20431","眎","see"
"20432","眕","restraint"
"20433","眙","to gaze at"
"20434","眚","disease of the eyes"
"20435","眚","crime"
"20436","眚","fault"
"20437","眢","eyes without brightness"
"20438","眨","wink"
"20439","眯","be blinded"
"20440","眴","dazzled"
"20441","眴","signal with eyes"
"20442","眵","eyes diseased and dim"
"20443","眶","eye socket"
"20444","眶","rim of eye"
"20445","眶","eyelid"
"20446","眹","pupil"
"20447","眽","to gaze"
"20448","眽","to ogle"
"20449","眽","to look at"
"20450","眾","masses"
"20451","眾","people"
"20452","眾","multitude"
"20453","眾","crowd"
"20454","睅","big-eyed"
"20455","睆","bright"
"20456","睊","see"
"20457","睊","look"
"20458","睊","gaze at"
"20459","睊","askance"
"20460","睍","look at with fear"
"20461","睍","over-cautious"
"20462","睎","to long for"
"20463","睎","to gaze at"
"20464","睏","be tired"
"20465","睏","sleepy"
"20466","睒","to glance at"
"20467","睒","to peep"
"20468","睒","glittering"
"20469","睒","to shine"
"20470","睖","to stare straight ahead"
"20471","睜","open eyes"
"20472","睜","stare"
"20473","睞","squint at"
"20474","睞","sidelong glance"
"20475","睟","clear-eyed"
"20476","睠","to care for"
"20477","睠","love"
"20478","睢","gaze at"
"20479","睢","stare at"
"20480","睢","uninhibited"
"20481","睢","open eyes wide"
"20482","睪","spy on"
"20483","睬","notice"
"20484","睬","pay attention to"
"20485","睽","staring"
"20486","瞀","to look at closely"
"20487","瞀","nearsighted"
"20488","瞀","dim"
"20489","瞀","indistinct vision"
"20490","瞄","take aim at"
"20491","瞄","look at"
"20492","瞌","doze off"
"20493","瞌","sleepy"
"20494","瞍","blind"
"20495","瞍","no pupil in the eye"
"20496","瞕","cataract in the eye"
"20497","瞖","cataract"
"20498","瞖","film over the eye"
"20499","瞟","glare at"
"20500","瞟","look askance at"
"20501","瞟","squint"
"20502","瞟","scrutinizing search"
"20503","瞢","obscured eyesight"
"20504","瞢","to feel ashamed"
"20505","瞧","glance at"
"20506","瞧","look at"
"20507","瞧","see"
"20508","瞪","stare at"
"20509","瞯","to peep"
"20510","瞯","to spy"
"20511","瞵","to stare at"
"20512","矉","an angry glare"
"20513","矉","to open the eyes with anger"
"20514","矑","the pupil of the eye"
"20515","矑","to see"
"20516","矕","see"
"20517","矕","witness"
"20518","矕","inspect"
"20519","矙","view"
"20520","矞","bore with awl"
"20521","矞","bright"
"20522","矞","charming"
"20523","矟","8 ft lance"
"20524","矬","dwarf"
"20525","矰","arrow with attached silk cord"
"20526","矱","measure"
"20527","矱","standard"
"20528","矱","criterion"
"20529","矴","anchor"
"20530","矸","rock"
"20531","矸","cliff"
"20532","矻","toil"
"20533","矻","slave away"
"20534","矻","busy"
"20535","砆","1/2 pr stone"
"20536","砍","hack"
"20537","砍","chop"
"20538","砍","cut"
"20539","砍","fell"
"20540","砑","to grind"
"20541","砑","to calender"
"20542","砑","to polish"
"20543","砑","to roll with a stone roller"
"20544","砝","balance weights"
"20545","砢","pile of stones"
"20546","砣","stone roller"
"20547","砣","heavy stone"
"20548","砣","weight"
"20549","砣","plummet"
"20550","砭","stone probe"
"20551","砭","pierce"
"20552","砭","counsel"
"20553","砮","arrow-tip"
"20554","砰","sound of crashing stones"
"20555","砰","bang!"
"20556","砵","syllable"
"20557","砷","arsenic"
"20558","硃","red mole"
"20559","硃","cinnabar"
"20560","硇","kind of mineral"
"20561","硎","whetstone"
"20562","硒","Selenium (element)"
"20563","硜","sound of stones knocking together"
"20564","硤","(arch.) town in Hebei province"
"20565","硨","giant clam"
"20566","硨","tridacna gigas"
"20567","确","sure"
"20568","确","certain"
"20569","确","real"
"20570","确","true"
"20571","硾","weight"
"20572","碏","coloured"
"20573","碔","1/2 pr stone"
"20574","碘","iodine"
"20575","碡","stone roller used to level fields"
"20576","碞","room made of stone"
"20577","碞","watch-tower"
"20578","碟","small dish"
"20579","碟","plate"
"20580","碬","whetstone"
"20581","碬","tool grinder"
"20582","碭","brilliantly colored veined stone"
"20583","碰","collide"
"20584","碰","bump into"
"20585","碱","alkaline"
"20586","碱","alkali"
"20587","碱","lye"
"20588","碱","salt"
"20589","碳","carbon"
"20590","碻","solid"
"20591","磇","arsenic"
"20592","磉","stone base"
"20593","磉","plinth of a pillar"
"20594","磎","mountain stream"
"20595","磎","creek"
"20596","磒","to fall from"
"20597","磒","to fall into"
"20598","磕","hit"
"20599","磕","collide"
"20600","磕","knock into"
"20601","磕","sound"
"20602","磛","cliff"
"20603","磟","mediocre"
"20604","磟","busy"
"20605","磟","occupied"
"20606","磟","roller"
"20607","磠","sal ammoniac"
"20608","磠","sand"
"20609","磠","pebble"
"20610","磡","cliff"
"20611","磡","ledge"
"20612","磡","bank"
"20613","磡","step"
"20614","磪","high mountain"
"20615","磪","precipitous"
"20616","磷","Phosphorus (element)"
"20617","磷","water rushing between rocks"
"20618","磺","Sulphur (element)"
"20619","磺","brimstone"
"20620","磻","tributary of Wei river in Shaanxi"
"20621","礟","ancient ballista for throwing heavy stones"
"20622","礟","cannon"
"20623","礟","gun"
"20624","礧","roll"
"20625","礱","grind"
"20626","礱","sharpen"
"20627","礱","mill"
"20628","礴","fill"
"20629","礴","extend"
"20630","礵","arsenic"
"20631","礻","cult"
"20632","礻","showing radical (no. 113)"
"20633","礽","blessings"
"20634","礽","happiness"
"20635","礿","sacrifice"
"20636","祅","calamities"
"20637","祅","disasters"
"20638","祆","Ormazda"
"20639","祆","god of the Zoroastrians (extended to god of the Manicheans)"
"20640","祊","river in Shandong"
"20641","祊","space inside"
"20642","祏","shrine"
"20643","祔","worship one's ancestors"
"20644","祔","entomb"
"20645","祘","to calculate"
"20646","祛","expel"
"20647","祛","disperse"
"20648","祛","exorcise"
"20649","祜","blessing"
"20650","祜","happiness"
"20651","祜","prosperity"
"20652","祧","an ancestral hall"
"20653","祫","triennial sacrifice one's ancestor"
"20654","祲","ominous or sinister spirit"
"20655","祲","vigor"
"20656","祼","libation"
"20657","禋","offer sacrifice"
"20658","禋","sacrifice"
"20659","禓","to drive out demons, etc., (as was done at the new-year)"
"20660","禔","happiness"
"20661","禔","peace"
"20662","禔","good fortune"
"20663","禕","excellent"
"20664","禕","rare"
"20665","禕","beautiful"
"20666","禕","fine"
"20667","禖","sacrifice"
"20668","禘","imperial ancestor worship"
"20669","禜","sacrifice"
"20670","禡","sacrifice place for military purposes"
"20671","禨","pray for good fortune"
"20672","禫","sacrifice offered on anniversary"
"20673","禱","pray"
"20674","禱","entreat"
"20675","禱","beg"
"20676","禱","plead"
"20677","禱","prayer"
"20678","禴","sacrifice"
"20679","禸","rump"
"20680","禸","footprint radical (no. 114)"
"20681","离","rare beast"
"20682","离","strange"
"20683","离","elegant"
"20684","秇","skill"
"20685","秇","ability in handicraft a craft"
"20686","秇","an art"
"20687","秇","calling"
"20688","秇","trade"
"20689","秇","accomplishment"
"20690","秈","non-glutinous long grain rice"
"20691","秊","year"
"20692","秊","new-years"
"20693","秊","person's age"
"20694","秏","to waste"
"20695","秏","to destroy"
"20696","秏","to diminish (hence it came to mean a rat)"
"20697","秔","non-glutinous (ordinary) rice"
"20698","秠","millet"
"20699","秪","only"
"20700","秪","merely"
"20701","秫","glutinous variety of millet"
"20702","秭","one thousand millions"
"20703","秭","sometimes used for one hundred millions"
"20704","秸","stalks of millet"
"20705","秸","corn"
"20706","稂","grass"
"20707","稂","weeds"
"20708","稇","to bind"
"20709","稇","as faggots of sheaves"
"20710","稉","non-glutinous rice"
"20711","稊","darnels"
"20712","稊","tares"
"20713","稌","glutinous rice"
"20714","稑","rice"
"20715","稛","bind"
"20716","稞","grain ready for grinding"
"20717","稞","grain"
"20718","稭","stalk of grain"
"20719","稭","rice"
"20720","稭","corn"
"20721","稭","hemp"
"20722","稺","infancy"
"20723","穄","panicled millet"
"20724","穅","chaff"
"20725","穅","bran"
"20726","穅","husks of grain"
"20727","穅","(from which comes: poor, remiss)"
"20728","穇","deccan grass"
"20729","穇","barnyard grass"
"20730","穈","millet"
"20731","穌","revive"
"20732","穌","to rise again"
"20733","穌","collect"
"20734","穜","rice"
"20735","穟","ear of grain"
"20736","穟","ripe grain"
"20737","穠","thick"
"20738","穠","lush"
"20739","穠","in clusters"
"20740","穧","sheaf"
"20741","穪","to praise"
"20742","穭","wild grain"
"20743","穵","deep hollow"
"20744","穵","gouge"
"20745","穵","dig out"
"20746","穸","the gloom of the grave"
"20747","穸","tomb or grave"
"20748","穸","death"
"20749","窀","to bury"
"20750","窅","far"
"20751","窅","deep"
"20752","窅","sunken eyes"
"20753","窅","sad"
"20754","窆","to put a coffin in a grave"
"20755","窊","pit"
"20756","窊","vault"
"20757","窊","store in pit"
"20758","窑","kiln"
"20759","窑","coal mine pit"
"20760","窔","corner"
"20761","窞","pit"
"20762","窠","nest"
"20763","窠","hole"
"20764","窠","indentation"
"20765","窠","den"
"20766","窣","to rush out of a den"
"20767","窣","rustling"
"20768","窣","whispering"
"20769","窬","small door or window"
"20770","窬","hole in the wall"
"20771","窬","to cut through a wall"
"20772","窬","dig or bore hole"
"20773","窳","dirty"
"20774","窳","useless"
"20775","窳","weak"
"20776","窳","powerless"
"20777","窳","cracked"
"20778","窳","flaw"
"20779","窵","deep"
"20780","窵","distant"
"20781","竆","exhausted"
"20782","竆","impoverished"
"20783","竆","poor"
"20784","竉","hole"
"20785","竉","cleft"
"20786","竉","empty"
"20787","竑","be vast and endless"
"20788","竑","broad"
"20789","竽","ancient woodwind instrument"
"20790","竾","flute"
"20791","笔","writing brush"
"20792","笔","write"
"20793","笔","stroke"
"20794","笧","twine around"
"20795","笧","check a current (with a weir)"
"20796","笪","coarse mat of rushes or bamboo"
"20797","笭","bamboo screen"
"20798","笮","boards which support tiles on roof"
"20799","笯","bird-cage"
"20800","笰","curtain"
"20801","笱","basket trap for fish, placed in the opening of a weir"
"20802","笴","arrow shaft"
"20803","筁","bamboo frame on which silkworms spin their cocoons"
"20804","筇","bamboo name"
"20805","筇","bamboo staff"
"20806","筠","bamboo skin"
"20807","筠","bamboo"
"20808","筤","young bamboo"
"20809","筦","key"
"20810","筦","to be in charge"
"20811","筦","pipe"
"20812","筩","bamboo tube or pipe"
"20813","筩","fish hook"
"20814","筭","an ancient device for working with numbers"
"20815","筭","count"
"20816","筭","calculate"
"20817","筭","figure"
"20818","筯","chop-sticks"
"20819","筯","tongs"
"20820","筲","basket"
"20821","筲","bucket"
"20822","筳","feast"
"20823","筷","chopsticks"
"20824","箎","ancient woodwind instrument"
"20825","箐","to draw a bamboo bow or cross-bow"
"20826","箑","fan"
"20827","箛","bugle"
"20828","箠","horse whip"
"20829","箠","flog"
"20830","箬","the cuticle of the bamboo a broad-leaved bamboo"
"20831","箯","bamboo palanquin"
"20832","篔","tall bamboo"
"20833","篙","pole used punt boat"
"20834","篚","round or oval covered-baskets with short legs"
"20835","篛","cuticle of bamboo plant"
"20836","篨","coarse bamboo mat"
"20837","篨","ugly"
"20838","篪","bamboo flute with seven holes"
"20839","篲","broomstick"
"20840","篴","bamboo flute"
"20841","篴","whistle"
"20842","篹","to rob"
"20843","篹","to collect"
"20844","篹","to edit"
"20845","篹","bamboo basket"
"20846","篼","sedan"
"20847","篾","bamboo splints or slats"
"20848","簁","sieve"
"20849","簁","to sift"
"20850","簁","to strain"
"20851","簃","side room"
"20852","簆","reed"
"20853","簉","deputy"
"20854","簉","subordinate"
"20855","簉","concubine"
"20856","簋","square basket of bamboo for holding grain used at sacrifices"
"20857","簋","feast"
"20858","簌","(of flower petals) falling"
"20859","簏","box"
"20860","簏","basket"
"20861","簛","sieve"
"20862","簛","to sift"
"20863","簛","to strain"
"20864","簠","an ancient vessel"
"20865","簦","large umbrella with a long handle"
"20866","簦","used for street stalls"
"20867","簨","beam for hanging bells or drums"
"20868","簳","shaft of an arrow"
"20869","簹","tall bamboo"
"20870","籊","long"
"20871","籑","to feed"
"20872","籑","to provide for delicacies"
"20873","籑","dainties"
"20874","籙","book"
"20875","籚","bamboo"
"20876","籚","the handle of the spear"
"20877","籛","surname"
"20878","籜","bamboo sheath"
"20879","籜","bamboo shoots"
"20880","籝","tube to hold chopsticks"
"20881","籣","bow case"
"20882","籧","crude bamboo mat"
"20883","籩","bamboo container for food"
"20884","籮","bamboo basket"
"20885","籲","appeal"
"20886","籲","request"
"20887","籲","implore"
"20888","籹","Cake"
"20889","籼","non-glutinous long grain rice"
"20890","籽","seed"
"20891","籽","pip"
"20892","籽","pit"
"20893","籽","stone"
"20894","粔","cakes made from rice flour twisted into rings"
"20895","粦","phosphorus"
"20896","粺","polished rice or millet"
"20897","粻","provisions"
"20898","粿","rice cake"
"20899","糇","dried rice"
"20900","糇","dry provisions"
"20901","糈","sacrificial rice"
"20902","糈","rations"
"20903","糈","pay"
"20904","糉","dumpling made of glutinous rice"
"20905","糍","food made of crushed and cooked rice"
"20906","糏","rice grits left after hulling"
"20907","糓","grain"
"20908","糓","corn"
"20909","糔","juice"
"20910","糕","cakes"
"20911","糕","pastry"
"20912","糗","parched wheat or rice"
"20913","糗","broken grain"
"20914","糙","coarse"
"20915","糙","harsh"
"20916","糙","rough"
"20917","糙","unpolished rice"
"20918","糝","scattered (grains of rice)"
"20919","糝","mixed"
"20920","糵","fermenting grain"
"20921","糵","grain which has sprouted"
"20922","糵","yeast"
"20923","紃","cord"
"20924","紇","inferior silk"
"20925","紇","tassel"
"20926","紇","fringe"
"20927","紈","white silk"
"20928","紈","fine silk"
"20929","紈","gauze"
"20930","紉","thread needle"
"20931","紉","sew stitch"
"20932","紉","string"
"20933","紑","fresh"
"20934","紓","loosen"
"20935","紓","relax"
"20936","紓","relieve"
"20937","紓","extricate"
"20938","紖","rope for leading cattle or horses"
"20939","紝","weave"
"20940","紝","lay warp"
"20941","紞","fringe"
"20942","紱","ribbon or cord used attach ornaments"
"20943","紼","large rope"
"20944","紼","rope attached to bier"
"20945","紽","strand of silk"
"20946","紾","turns"
"20947","紾","twists"
"20948","紾","switch"
"20949","絀","sew"
"20950","絀","stitch"
"20951","絀","insufficient"
"20952","絁","rough"
"20953","絁","indelicate silk"
"20954","絍","to lay the warp"
"20955","絍","to weave"
"20956","絓","catch on something"
"20957","絓","obstructed"
"20958","絓","hindered"
"20959","絚","rope"
"20960","絜","marking line"
"20961","絜","ascertain"
"20962","絜","assess"
"20963","絜","measure"
"20964","絝","trousers"
"20965","絝","breeches leggings"
"20966","絝","drawers"
"20967","絥","to harness a horse"
"20968","絥","a board in front of a carriage for the driver to lean on"
"20969","絪","matting"
"20970","絪","coverlet"
"20971","絪","cloudy"
"20972","絰","white hempen cloth worn by mourn"
"20973","絺","fine linen"
"20974","絺","fine hemp fiber"
"20975","絻","mourning"
"20976","絿","urgent"
"20977","綁","bind"
"20978","綁","tie"
"20979","綁","fasten"
"20980","綃","raw silk fabric"
"20981","綅","thread"
"20982","綆","well rope"
"20983","綈","coarse pongee"
"20984","綈","kind of heavy silk"
"20985","綌","cloth"
"20986","綍","rope"
"20987","綑","coil"
"20988","綑","roll"
"20989","綑","bundle"
"20990","綑","tie up"
"20991","綖","the hanging flap in front of hat"
"20992","綦","dark grey"
"20993","綦","variegated"
"20994","綦","superlative"
"20995","綪","dark red"
"20996","綳","cloth to carry an infant on the back"
"20997","綳","to tie"
"20998","綳","to bind"
"20999","綹","skein"
"21000","綹","tuft"
"21001","綹","lock"
"21002","綹","wrinkle"
"21003","緄","cord"
"21004","緄","woven belt"
"21005","緄","hem"
"21006","緄","hemming"
"21007","緅","silk of purplish color"
"21008","緌","tassels hanging from hat"
"21009","緍","paper string"
"21010","緎","seam"
"21011","緗","light-yellow color"
"21012","緙","the woof of a woven item"
"21013","緥","swaddling"
"21014","緦","coarse cotton cloth used for mourning"
"21015","緪","rope"
"21016","緱","cord binding on hilt of sword"
"21017","緵","net"
"21018","緶","hem"
"21019","緶","plait"
"21020","緶","braid"
"21021","緶","queue"
"21022","緹","reddish color"
"21023","緹","red"
"21024","緹","brown"
"21025","縈","entangle"
"21026","縈","entwine"
"21027","縈","coil"
"21028","縐","crepe"
"21029","縐","crape"
"21030","縐","wrinkles"
"21031","縐","creases"
"21032","縑","fine silk"
"21033","縕","old cotton"
"21034","縕","tangled hemp"
"21035","縕","raveled silk"
"21036","縕","vague"
"21037","縕","confused"
"21038","縗","sackcloth worn on breast"
"21039","縝","detailed"
"21040","縝","fine"
"21041","縝","closely woven"
"21042","縠","crepe"
"21043","縭","bridal veil"
"21044","縭","to tie"
"21045","縭","to bind"
"21046","縯","long"
"21047","縳","wrap"
"21048","縶","confine"
"21049","縶","tie up"
"21050","縶","imprison"
"21051","縶","shack"
"21052","縿","streamer"
"21053","繄","be"
"21054","繄","particle"
"21055","繄","sigh"
"21056","繄","alas"
"21057","繅","draw"
"21058","繅","reel silk from cocoons"
"21059","繅","elegant compositions"
"21060","繇","reason"
"21061","繇","cause"
"21062","繐","fine cloth"
"21063","繒","silk fabrics"
"21064","繒","surname"
"21065","繘","rope"
"21066","繡","embroider"
"21067","繡","embroidery"
"21068","繡","ornament"
"21069","繢","draw"
"21070","繢","sketch"
"21071","繢","paint"
"21072","繫","attach"
"21073","繫","connect"
"21074","繫","unite"
"21075","繫","fasten"
"21076","繮","reins"
"21077","繮","bridle"
"21078","繯","noose"
"21079","繯","hang death"
"21080","繯","tie"
"21081","繯","bind"
"21082","繳","deliver"
"21083","繳","submit"
"21084","繳","hand over"
"21085","繸","hem or border of a garment"
"21086","繸","tassel"
"21087","繾","attached to"
"21088","繾","inseparable"
"21089","繾","entangled"
"21090","纁","shade of red"
"21091","纁","light red"
"21092","纆","cord"
"21093","纇","knot"
"21094","纇","blemish"
"21095","纇","flaw"
"21096","纇","wicked"
"21097","纊","cotton"
"21098","纊","silk"
"21099","纍","bind"
"21100","纍","wind about"
"21101","纍","link"
"21102","纍","join"
"21103","纑","to soften hemp by boiling"
"21104","纑","thread"
"21105","纕","belt"
"21106","纘","continue"
"21107","纘","carry on"
"21108","纘","succeed"
"21109","纚","long"
"21110","纚","dangling"
"21111","纚","kerchief"
"21112","纚","rope"
"21113","缻","pottery"
"21114","缻","earthenware"
"21115","缽","earthenware basin"
"21116","缽","alms bowl"
"21117","缾","jar"
"21118","缾","bottle"
"21119","罃","long necked jar or bottle"
"21120","罄","exhaust"
"21121","罄","run out"
"21122","罄","use up"
"21123","罄","empty"
"21124","罇","goblet"
"21125","罇","bottle"
"21126","罇","wine-jar"
"21127","罏","earthen stand for wine jug"
"21128","罒","net radical variant (no. 122)"
"21129","罓","net radical variant (no. 122)"
"21130","罛","large fishing net"
"21131","罝","net for catching rabbits"
"21132","罡","the name of a certain stars"
"21133","罡","the god who is supposed to live in them"
"21134","罣","hinder"
"21135","罣","disturb"
"21136","罣","obstruct"
"21137","罥","impede"
"21138","罦","net"
"21139","罭","drag-net made of fine mesh"
"21140","罱","fishing net"
"21141","罽","kind of woolen fabric"
"21142","罾","large square net, lowered and raised from the bank of the river"
"21143","罿","net catch birds"
"21144","羀","fishing trap"
"21145","羋","bleat of sheep"
"21146","羋","surname"
"21147","羐","to lead"
"21148","羐","guide"
"21149","羑","guide to goodness"
"21150","羖","black ram"
"21151","羗","Tribes in West China strong"
"21152","羗","educated"
"21153","羗","obstinate"
"21154","羗","particle"
"21155","羜","lamb"
"21156","羡","envy"
"21157","羡","admire"
"21158","羡","praise"
"21159","羡","covet"
"21160","羢","fine woolen fabrics"
"21161","羭","good"
"21162","羴","rank odour of sheep or goats"
"21163","羼","confuse"
"21164","羼","mix"
"21165","羼","interpolate"
"21166","羿","legendary archer"
"21167","翀","fly upward"
"21168","翃","fly"
"21169","翎","feather"
"21170","翎","plume"
"21171","翎","wing"
"21172","翏","the sound of the wind"
"21173","翏","to soar"
"21174","翛","look of rumpled feathers"
"21175","翛","bedraggled"
"21176","翛","hasty"
"21177","翛","rapid flight"
"21178","翟","surname"
"21179","翟","kind of pheasant"
"21180","翣","feathers used decorate coffin"
"21181","翣","large wooden fan"
"21182","翥","to soar"
"21183","翥","to fly up"
"21184","翬","pheasant"
"21185","翬","variegated"
"21186","翬","to fly"
"21187","翮","stem of a feather"
"21188","翮","quill"
"21189","翯","glistening plumage"
"21190","翯","reflection of the sun on water"
"21191","翺","soar"
"21192","翺","roam"
"21193","翽","whirr"
"21194","翾","fly"
"21195","翾","to flit"
"21196","翿","streamer adorned with feathers"
"21197","耇","wrinkled face of the elderly"
"21198","耈","old age"
"21199","耍","frolic"
"21200","耍","play"
"21201","耍","amuse"
"21202","耍","play with"
"21203","耎","weak"
"21204","耎","pliable"
"21205","耎","soft"
"21206","耎","yielding"
"21207","耏","whiskers"
"21208","耑","specialized"
"21209","耑","concentrated"
"21210","耔","to hoe up the earth around plants"
"21211","耞","flail"
"21212","耠","till"
"21213","耠","dig"
"21214","耤","plough"
"21215","耦","plow side by side"
"21216","耦","team of two"
"21217","耬","drill for sowing grain"
"21218","耰","toothless rake for drawing earth"
"21219","耷","ears hanging down"
"21220","耼","ears without rim"
"21221","耾","deafness"
"21222","聦","the hearing"
"21223","聦","to listen"
"21224","聦","astute"
"21225","聦","clever"
"21226","聦","quick of apprehension"
"21227","聱","poor sentences"
"21228","聱","bent and twisted"
"21229","聱","too complicate"
"21230","聵","deaf"
"21231","肈","to commence"
"21232","肈","to found"
"21233","肈","to devise"
"21234","肈","at first"
"21235","肈","to originate"
"21236","肈","to strike"
"21237","肜","to sacrifice on two successive days"
"21238","肦","large head"
"21239","肦","many"
"21240","肦","high"
"21241","肦","to divide"
"21242","肦","to distribute"
"21243","肧","embryo"
"21244","肧","unfinished things"
"21245","肫","gizzard of fowl"
"21246","肫","honest"
"21247","肫","sincere"
"21248","肸","spread out"
"21249","肸","smiling"
"21250","肸","laughing"
"21251","胏","meat"
"21252","胔","rotten meat"
"21253","胔","bones of dead animals"
"21254","胗","pustules of any kind"
"21255","胗","rash or eruption"
"21256","胗","measles"
"21257","胗","various kinds of fever"
"21258","胠","open"
"21259","胠","throw away"
"21260","胭","rouge"
"21261","胭","cosmetics"
"21262","胮","to swell"
"21263","胰","pancreas"
"21264","胰","soap"
"21265","胳","armpit"
"21266","胳","arms"
"21267","胶","glue"
"21268","胶","gum"
"21269","胶","resin"
"21270","胶","rubber"
"21271","胶","sound"
"21272","胶","shin bone"
"21273","胹","cooked"
"21274","胹","well done"
"21275","胺","a mine"
"21276","胾","minced meat"
"21277","胾","cut meat into piece"
"21278","脃","gland"
"21279","脖","neck"
"21280","脗","coinciding"
"21281","脗","agreeing"
"21282","脘","internal cavity of stomach"
"21283","脞","minced meat"
"21284","脞","trifles"
"21285","脤","raw meat for sacrifice"
"21286","脧","reduce"
"21287","脧","contract"
"21288","脧","exploit"
"21289","脧","reproductive organ of infant"
"21290","脬","bladder"
"21291","脰","the neck"
"21292","脵","thighs"
"21293","脵","haunches"
"21294","脵","rump"
"21295","脵","share"
"21296","腊","year end sacrifice"
"21297","腊","dried meat"
"21298","腌","salt"
"21299","腌","pickle"
"21300","腌","be dirty"
"21301","腒","game"
"21302","腠","between the skin and the flesh"
"21303","腡","lines"
"21304","腭","palate"
"21305","腭","roof of mouth"
"21306","腯","strong"
"21307","膄","become emaciated"
"21308","膆","the corpse of a bird or fowl"
"21309","膆","fat"
"21310","膋","fat"
"21311","膘","fat"
"21312","膘","rump"
"21313","膛","chest"
"21314","膛","hollow space"
"21315","膛","cavity"
"21316","膲","the three divisions of the viscera (med.)"
"21317","膴","fine"
"21318","膻","rank odor"
"21319","臃","swell up"
"21320","臃","swelling"
"21321","臃","fat"
"21322","臊","rank"
"21323","臊","rancid"
"21324","臊","frowzy"
"21325","臊","fetid"
"21326","臊","bashful"
"21327","臏","the kneecap"
"21328","臕","fat"
"21329","臕","gross"
"21330","臕","sleek"
"21331","臛","broth"
"21332","臝","be bare"
"21333","臝","nude"
"21334","臤","hard"
"21335","臤","wise"
"21336","臬","law"
"21337","臬","rule"
"21338","臬","door post"
"21339","臲","jumpy"
"21340","臲","jittery"
"21341","臲","worried"
"21342","臽","pit"
"21343","臽","hole"
"21344","臿","to separate the grain from the husk"
"21345","舀","dip"
"21346","舀","ladle"
"21347","舃","shoe"
"21348","舃","sole of a shoe"
"21349","舃","magpie"
"21350","舓","to lick"
"21351","舓","to lap up"
"21352","舓","to burn up"
"21353","舓","to taste"
"21354","舓","to undergo"
"21355","舓","to underrate"
"21356","舓","to despise"
"21357","舔","lick with tongue"
"21358","舔","taste"
"21359","舚","to put out the tongue"
"21360","舝","linch-pin"
"21361","舡","boat"
"21362","舡","ship"
"21363","舢","sampan"
"21364","舨","sampan"
"21365","舲","small boat with windows"
"21366","舲","houseboat"
"21367","舺","place name in Taiwan"
"21368","舺","Taipei"
"21369","艄","stern of a vessel"
"21370","艅","despatch boat"
"21371","艋","small boat"
"21372","艎","fast boat"
"21373","艑","small boat"
"21374","艖","raft"
"21375","艖","boat"
"21376","艜","long narrow vessel with two masts"
"21377","艣","stern oar"
"21378","艣","scull"
"21379","艭","ship"
"21380","艴","the countenance changing"
"21381","芃","luxuriant growth"
"21382","芊","exuberant and vigorous foliage"
"21383","芎","kind of herb"
"21384","芑","white millet"
"21385","芔","general term for plants"
"21386","芚","green sprout"
"21387","芚","foolish"
"21388","芡","plant allied to the water-lily"
"21389","芣","medicinal plantago"
"21390","芧","chestnut oak"
"21391","芨","name of a plant"
"21392","芨","the roots are used for various purposes"
"21393","芩","salt marsh plant"
"21394","芪","celery"
"21395","芮","tiny"
"21396","芮","small"
"21397","芮","water's edge"
"21398","芰","water caltrop"
"21399","芷","angelica"
"21400","芷","type of iris"
"21401","芼","to choose"
"21402","芼","to select"
"21403","芼","greens"
"21404","芾","flower"
"21405","芾","small"
"21406","芾","little"
"21407","芾","lush"
"21408","芿","grass which has been cut and re-grown"
"21409","芿","wild grass"
"21410","苐","sequence"
"21411","苐","number"
